Start,End,Label,Start Sample,End Sample
0.033320,0.053970,PSW,367.36246612466124,595.0237127371274
0.073681,0.087760,Fibrillation,812.3367208672087,967.560298102981
0.581941,0.595082,Fibrillation,6415.907859078591,6560.783197831978
1.238972,1.253521,Fibrillation,13659.674796747968,13820.072493224932
1.078000,1.089732,Fibrillation,11884.951897018971,12014.30487804878
0.910926,0.930168,Fibrillation,10042.96544715447,10255.104336043361
0.748546,0.763563,Fibrillation,8252.720189701897,8418.292005420055
0.247794,0.259527,Fibrillation,2731.9349593495936,2861.2879403794036
0.418153,0.430824,Fibrillation,4610.140243902439,4749.841463414634
0.142200,0.158156,PSW,1567.7581300813008,1743.6781842818427
0.234184,0.247325,PSW,2581.8855013550137,2726.760840108401
0.252956,0.263281,PSW,2788.85027100271,2902.680894308943
0.365121,0.377323,PSW,4025.4647696476964,4159.991869918699
0.377323,0.390464,PSW,4159.991869918699,4304.867208672087
0.479163,0.494181,PSW,5282.775745257452,5448.34756097561
0.522808,0.542989,PSW,5763.968834688347,5986.455962059621
0.595082,0.611508,PSW,6560.783197831978,6741.877371273713
0.670171,0.688474,PSW,7388.642276422765,7590.432926829269
0.713817,0.734466,PSW,7869.835365853659,8097.496612466125
0.802047,0.815657,PSW,8842.569783197832,8992.619241192411
0.762155,0.778581,PSW,8402.769647696477,8583.863821138211
0.838183,0.856956,PSW,9240.976964769648,9447.941734417343
0.936738,0.952694,PSW,10327.542005420055,10503.462059620597
1.002910,1.013704,PSW,11057.092818428184,11176.09756097561
1.013704,1.030130,PSW,11176.09756097561,11357.191734417345
1.070491,1.081754,PSW,11802.165989159892,11926.34485094851
1.200489,1.215507,PSW,13235.39701897019,13400.968834688347
1.566120,1.579366,Fibrillation,17266.47425474255,17412.51219512195
1.400544,1.415859,Fibrillation,15441.0,15609.856368563685
1.472155,1.487057,PSW,16230.517615176152,16394.81029810298
1.610825,1.622001,PSW,17759.352303523036,17882.571815718158
1.731812,1.742682,Fibrillation,19093.237127371274,19213.072493224932
1.888815,1.901295,Fibrillation,20824.19241192412,20961.78116531165
1.546630,1.557499,PSW,17051.59756097561,17171.432926829268
1.751136,1.761200,PSW,19306.277777777777,19417.236449864497
2.052162,2.063975,Fibrillation,22625.095528455284,22755.325880758806
2.031491,2.045412,PSW,22397.19241192412,22550.678184281842
2.168176,2.179566,PSW,23904.143631436316,24029.722899728997
2.214176,2.228017,Fibrillation,24411.29268292683,24563.896341463413
2.376457,2.386002,Fibrillation,26200.439024390245,26305.682926829268
2.536351,2.552579,Fibrillation,27963.274390243903,28142.189024390245
2.573580,2.586467,PSW,28373.725609756097,28515.80487804878
2.259519,2.273838,PSW,24911.201219512193,25069.067073170732
2.306294,2.319181,PSW,25426.896341463413,25568.975609756097
2.429436,2.438982,PSW,26784.54268292683,26889.786585365855
2.695509,2.707064,Fibrillation,29717.9945799458,29845.38753387534
2.854612,2.868833,Fibrillation,31472.09756097561,31628.88888888889
2.871499,2.886610,PSW,31658.28726287263,31824.878048780487
3.014843,3.024011,Fibrillation,33238.650406504064,33339.723577235774
3.170693,3.182043,Fibrillation,34956.89430894309,35082.0325203252
3.202561,3.213039,PSW,35308.243902439026,35423.756097560974
3.049767,3.059372,PSW,33623.69105691057,33729.57723577236
3.518270,3.525089,PSW,38788.9268292683,38864.10975609756
3.327329,3.338694,Fibrillation,36683.80487804878,36809.10975609756
3.482354,3.493265,Fibrillation,38392.96341463414,38513.256097560974
3.365972,3.378246,PSW,37109.84146341463,37245.170731707316
3.459623,3.472353,PSW,38142.35365853659,38282.69512195122
3.750161,3.764174,PSW,41345.53116531165,41500.02303523035
3.816489,3.824896,PSW,42076.792682926825,42169.48780487805
3.634321,3.649736,Fibrillation,40068.39837398374,40238.33943089431
3.787996,3.799206,Fibrillation,41762.65921409214,41886.252710027096
3.944006,3.955216,Fibrillation,43482.668699186994,43606.26219512195
3.961288,3.971097,PSW,43673.20867208672,43781.352981029806
4.095551,4.104711,Fibrillation,45153.455284552845,45254.444444444445
4.248065,4.259057,Fibrillation,46834.92479674797,46956.11178861788
4.397831,4.407907,Fibrillation,48486.09756097561,48597.18563685637
4.355237,4.363023,PSW,48016.49796747968,48102.338753387536
4.106222,4.116484,PSW,45271.09756097561,45384.239837398374
4.545682,4.554993,Fibrillation,50116.14634146341,50218.80487804878
4.559851,4.569972,PSW,50272.365853658535,50383.95121951219
4.696793,4.704002,Fibrillation,51782.14634146341,51861.62940379404
4.748530,4.757860,PSW,52352.55420054201,52455.41463414634
4.690008,4.699337,PSW,51707.338753387536,51810.19918699187
4.843771,4.850201,Fibrillation,53402.58536585366,53473.46951219512
4.847200,4.854058,PSW,53440.39024390244,53516.0
