Start,End,Label,Start Sample,End Sample
0.000000,0.005974,PSW,0.0,65.8739837398374
0.005974,0.009389,PSW,65.8739837398374,103.51626016260163
0.009104,0.015933,PSW,100.37940379403794,175.6639566395664
0.017640,0.023046,PSW,194.4850948509485,254.08536585365854
0.027598,0.033004,PSW,304.2750677506775,363.87533875338755
0.034427,0.039833,PSW,379.55962059620595,439.159891598916
0.040402,0.044669,PSW,445.43360433604335,492.48644986449864
0.044669,0.048937,PSW,492.48644986449864,539.5392953929539
0.048937,0.052067,PSW,539.5392953929539,574.0447154471544
0.052067,0.058042,PSW,574.0447154471544,639.9186991869918
0.063448,0.068285,PSW,699.5189701897019,752.8455284552846
0.068285,0.074260,PSW,752.8455284552846,818.719512195122
0.076820,0.081373,PSW,846.9512195121952,897.1409214092141
0.147097,0.152503,PSW,1621.7547425474254,1681.3550135501355
0.152503,0.156771,PSW,1681.3550135501355,1728.4078590785907
0.156771,0.162746,PSW,1728.4078590785907,1794.2818428184282
0.162462,0.167299,PSW,1791.1449864498645,1844.4715447154472
0.170997,0.175834,PSW,1885.250677506775,1938.5772357723577
0.175834,0.180956,PSW,1938.5772357723577,1995.040650406504
0.107549,0.114946,PSW,1185.7317073170732,1267.289972899729
0.388088,0.397192,PSW,4278.672086720867,4379.051490514905
0.403167,0.411703,PSW,4444.925474254743,4539.031165311653
0.256069,0.266312,PSW,2823.170731707317,2936.0975609756097
0.181240,0.186646,PSW,1998.1775067750677,2057.777777777778
0.186646,0.191483,PSW,2057.777777777778,2111.1043360433605
0.190345,0.196320,PSW,2098.5569105691056,2164.430894308943
0.319518,0.327769,PSW,3522.689701897019,3613.6585365853657
0.311551,0.319233,PSW,3434.857723577236,3519.5528455284552
0.272287,0.278262,PSW,3001.971544715447,3067.8455284552847
0.294480,0.300455,PSW,3246.6463414634145,3312.520325203252
0.208839,0.212822,PSW,2302.452574525745,2346.3685636856367
0.212538,0.215667,PSW,2343.231707317073,2377.737127371274
0.215383,0.219935,PSW,2374.60027100271,2424.789972899729
0.344556,0.350815,PSW,3798.7330623306234,3867.743902439024
0.303869,0.311551,PSW,3350.162601626016,3434.857723577236
0.354230,0.360205,PSW,3905.3861788617887,3971.2601626016262
0.420304,0.429172,PSW,4633.8536585365855,4731.626016260163
0.329404,0.340806,PSW,3631.6869918699185,3757.3943089430895
0.338589,0.344924,PSW,3732.951219512195,3802.788617886179
0.488082,0.493783,PSW,5381.113821138211,5443.967479674797
0.493467,0.500118,PSW,5440.475609756098,5513.804878048781
0.445642,0.452926,PSW,4913.20325203252,4993.516260162602
0.458627,0.464011,PSW,5056.369918699187,5115.7317073170725
0.464011,0.468129,PSW,5115.7317073170725,5161.126016260163
0.468129,0.474780,PSW,5161.126016260163,5234.455284552845
0.506769,0.517221,PSW,5587.134146341463,5702.365853658537
0.518805,0.523555,PSW,5719.825203252032,5772.20325203252
0.524506,0.528306,PSW,5782.678861788618,5824.581300813008
0.538441,0.543826,PSW,5936.321138211382,5995.682926829268
0.543826,0.549527,PSW,5995.682926829268,6058.536585365853
0.549527,0.553327,PSW,6058.536585365853,6100.4390243902435
0.553327,0.561245,PSW,6100.4390243902435,6187.735772357723
0.577398,0.588484,PSW,6365.821138211382,6488.036585365853
0.609704,0.616672,PSW,6721.991869918699,6798.8130081300815
0.599569,0.608754,PSW,6610.252032520326,6711.516260162602
0.621739,0.629024,PSW,6854.682926829268,6934.99593495935
0.648344,0.654362,PSW,7148.0,7214.345528455285
0.654362,0.663230,PSW,7214.345528455285,7312.117886178862
0.685084,0.693002,PSW,7553.056910569106,7640.3536585365855
0.693002,0.699020,PSW,7640.3536585365855,7706.69918699187
0.701237,0.708522,PSW,7731.142276422765,7811.455284552845
0.708522,0.716756,PSW,7811.455284552845,7902.243902439024
0.743678,0.751279,PSW,8199.052845528455,8282.857723577235
0.751374,0.756882,PSW,8283.90514905149,8344.624661246613
0.756882,0.761777,PSW,8344.624661246613,8398.59756097561
0.768202,0.774322,PSW,8469.43699186992,8536.903116531164
0.802165,0.807060,PSW,8843.873983739837,8897.846883468836
0.806449,0.812874,PSW,8891.10027100271,8961.93970189702
0.812262,0.816851,PSW,8955.193089430893,9005.792682926829
0.854180,0.861523,PSW,9417.336043360434,9498.295392953929
0.861523,0.871008,PSW,9498.295392953929,9602.867886178861
0.871008,0.877127,PSW,9602.867886178861,9670.334010840108
0.842553,0.846224,PSW,9289.150406504064,9329.630081300813
0.815934,0.821135,PSW,8995.672764227642,9053.018970189702
0.892732,0.898239,PSW,9842.372628726287,9903.09214092141
0.902829,0.908948,PSW,9953.691734417343,10021.15785907859
0.908948,0.915373,PSW,10021.15785907859,10091.9972899729
0.917821,0.924552,PSW,10118.983739837398,10193.19647696477
0.925776,0.932202,PSW,10206.68970189702,10277.529132791327
0.938321,0.942299,PSW,10344.995257452574,10388.848238482384
0.941381,0.949030,PSW,10378.728319783198,10463.060975609756
0.949336,0.960045,PSW,10466.43428184282,10584.5
0.964022,0.970142,PSW,10628.35298102981,10695.819105691056
0.970142,0.975649,PSW,10695.819105691056,10756.538617886179
0.975649,0.981157,Fibrillation,10756.538617886179,10817.2581300813
0.977485,0.985746,PSW,10776.778455284553,10867.857723577235
1.004716,1.010224,PSW,11077.0027100271,11137.722222222223
1.010224,1.018791,PSW,11137.722222222223,11232.174796747968
1.018791,1.026134,PSW,11232.174796747968,11313.134146341463
1.031336,1.044492,PSW,11370.480352303523,11515.532520325203
1.048776,1.059179,PSW,11562.758807588076,11677.451219512195
1.082738,1.089776,PSW,11937.195799457995,12014.78184281843
1.093447,1.099873,PSW,12055.261517615176,12126.100948509486
1.099873,1.104156,PSW,12126.100948509486,12173.327235772358
1.102626,1.108134,PSW,12156.460704607045,12217.180216802168
1.108134,1.119455,PSW,12217.180216802168,12341.992547425474
1.124656,1.129552,PSW,12399.338753387534,12453.311653116532
1.128940,1.135365,PSW,12446.565040650406,12517.404471544716
1.138731,1.146074,PSW,12554.5108401084,12635.470189701897
1.157395,1.166574,PSW,12760.282520325203,12861.481707317074
1.166574,1.176977,PSW,12861.481707317074,12976.174119241194
1.185850,1.192275,PSW,13074.0,13144.83943089431
1.197783,1.206044,PSW,13205.55894308943,13296.638211382113
1.206044,1.213081,PSW,13296.638211382113,13374.224254742549
1.213081,1.221648,PSW,13374.224254742549,13468.676829268294
1.262036,1.268461,PSW,13913.95325203252,13984.792682926829
1.268461,1.281924,PSW,13984.792682926829,14133.21815718157
1.288655,1.297528,PSW,14207.430894308944,14305.256775067752
1.297528,1.305790,PSW,14305.256775067752,14396.336043360434
1.323230,1.333327,PSW,14588.614498644987,14699.933604336044
1.315581,1.322618,PSW,14504.28184281843,14581.867886178861
1.351073,1.359334,PSW,14895.585365853658,14986.664634146342
1.342812,1.348319,PSW,14804.506097560976,14865.225609756097
1.368207,1.375551,PSW,15084.490514905148,15165.449864498645
1.375551,1.381364,PSW,15165.449864498645,15229.542682926829
1.381364,1.391155,PSW,15229.542682926829,15337.488482384824
1.398498,1.405841,PSW,15418.44783197832,15499.407181571816
1.405841,1.411043,PSW,15499.407181571816,15556.753387533876
1.410737,1.417774,PSW,15553.380081300813,15630.966124661247
1.426341,1.433685,PSW,15725.418699186992,15806.378048780487
