Start,End,Label,Start Sample,End Sample
0.000000,0.007814,PSW,0.0,86.15650406504065
0.100910,0.108385,PSW,1112.5426829268292,1194.9532520325204
0.098192,0.104648,PSW,1082.5752032520325,1153.7479674796748
0.129111,0.138964,PSW,1423.4552845528456,1532.0873983739837
0.151876,0.157652,PSW,1674.4329268292684,1738.1138211382113
0.156972,0.166825,PSW,1730.621951219512,1839.2540650406504
0.190269,0.199103,PSW,2097.723577235772,2195.1178861788617
0.206918,0.216431,PSW,2281.2743902439024,2386.160569105691
0.251088,0.258562,PSW,2768.2459349593496,2850.6565040650407
0.262979,0.269095,PSW,2899.3536585365855,2966.7804878048782
0.279968,0.287443,PSW,3086.650406504065,3169.060975609756
0.279288,0.284385,Fibrillation,3079.1585365853657,3135.3475609756097
0.353973,0.358899,Fibrillation,3902.5582655826556,3956.8644986449863
0.365183,0.371638,Fibrillation,4026.1517615176153,4097.3116531165315
0.668201,0.673976,Fibrillation,7366.921409214092,7430.590785907859
0.588370,0.591937,Fibrillation,6486.785907859079,6526.111111111111
0.567308,0.571045,Fibrillation,6254.579945799458,6295.777777777777
0.535886,0.541151,PSW,5908.1436314363145,5966.195121951219
0.616736,0.622680,PSW,6799.514905149052,6865.056910569106
0.622680,0.625568,PSW,6865.056910569106,6896.891598915989
0.624209,0.628795,PSW,6881.910569105691,6932.471544715447
0.648328,0.657670,PSW,7147.823848238482,7250.818428184282
0.685016,0.687904,PSW,7552.3116531165315,7584.1463414634145
0.849434,0.854869,PSW,9365.016260162602,9424.940379403793
0.792363,0.798648,PSW,8735.81300813008,8805.10027100271
0.825655,0.831769,PSW,9102.848238482386,9170.262872628726
0.832619,0.838394,PSW,9179.626016260163,9243.295392953929
0.844169,0.847736,Fibrillation,9306.964769647697,9346.289972899729
0.483401,0.490195,PSW,5329.50135501355,5404.40650406504
0.491044,0.495291,Fibrillation,5413.7696476964775,5460.585365853658
0.769573,0.779086,PSW,8484.542682926829,8589.428861788618
0.915672,0.923147,PSW,10095.294715447155,10177.705284552845
0.923147,0.934360,PSW,10177.705284552845,10301.321138211382
0.961881,0.972074,PSW,10604.7418699187,10717.119918699187
0.977170,0.987024,PSW,10773.30894308943,10881.94105691057
0.900043,0.903101,PSW,9922.981707317074,9956.69512195122
0.903101,0.910576,PSW,9956.69512195122,10039.10569105691
0.442377,0.447473,PSW,4877.207317073171,4933.3963414634145
0.460724,0.467519,PSW,5079.487804878048,5154.40650406504
0.376122,0.384276,PSW,4146.75,4236.65243902439
0.306470,0.312585,PSW,3378.8333333333335,3446.2601626016262
0.746673,0.751938,PSW,8232.075880758808,8290.127371273713
0.301828,0.306414,Fibrillation,3327.661246612466,3378.222222222222
0.216562,0.222507,PSW,2387.60162601626,2453.1436314363145
0.857799,0.864594,PSW,9457.237127371274,9532.155826558266
0.435355,0.441697,PSW,4799.791327913279,4869.715447154472
0.431504,0.436034,PSW,4757.337398373984,4807.283197831978
0.590968,0.596857,PSW,6515.429539295394,6580.359078590785
0.058893,0.063876,PSW,649.2953929539295,704.2357723577236
0.354822,0.358899,PSW,3911.921409214092,3956.8644986449863
0.089698,0.095814,PSW,988.9268292682926,1056.3536585365853
0.661187,0.668435,PSW,7289.589430894309,7369.5027100271
0.113029,0.118239,PSW,1246.1476964769647,1303.5853658536585
