Start,End,Label,Start Sample,End Sample
0.157625,0.165455,Fibrillation,1737.8184281842819,1824.1463414634147
0.405467,0.411595,Fibrillation,4470.284552845528,4537.845528455285
0.672715,0.679524,Fibrillation,7416.693766937669,7491.761517615176
0.443257,0.453130,PSW,4886.910569105691,4995.758807588076
0.243076,0.250906,PSW,2679.918699186992,2766.2466124661246
0.175328,0.180775,PSW,1932.9945799457994,1993.0487804878048
0.676801,0.683269,PSW,7461.734417344173,7533.048780487805
1.498788,1.507033,Fibrillation,16524.14701897019,16615.040650406503
1.090874,1.098401,Fibrillation,12026.888211382113,12109.878048780487
1.445021,1.455416,PSW,15931.362466124661,16045.967479674797
1.335336,1.345372,PSW,14722.081978319784,14832.735094850948
1.854310,1.860057,PSW,20443.777777777777,20507.13143631436
1.860057,1.869634,PSW,20507.13143631436,20612.72086720867
1.786631,1.793335,Fibrillation,19697.61246612466,19771.525067750677
2.156227,2.161266,PSW,23772.40650406504,23827.967479674797
2.161266,2.170786,PSW,23827.967479674797,23932.91598915989
2.134389,2.141388,Fibrillation,23531.642276422765,23608.81029810298
2.139988,2.146988,PSW,23593.376693766935,23670.544715447155
2.242356,2.248235,PSW,24721.978319783197,24786.79945799458
2.248235,2.255795,PSW,24786.79945799458,24870.140921409213
2.584205,2.591764,Fibrillation,28490.864498644987,28574.20596205962
2.247955,2.254115,Fibrillation,24783.71273712737,24851.62059620596
2.461296,2.465776,Fibrillation,27135.79403794038,27185.181571815716
2.436378,2.450097,PSW,26861.075880758806,27012.325203252032
2.464376,2.471655,PSW,27169.747967479674,27250.0027100271
2.216598,2.225277,PSW,24438.0,24533.688346883468
2.887580,2.895865,Fibrillation,31835.575203252032,31926.916666666664
2.892873,2.901158,PSW,31893.932249322494,31985.27371273713
3.239145,3.246145,Fibrillation,35711.57994579946,35788.754742547426
3.331078,3.337378,PSW,36725.14227642276,36794.599593495936
3.325012,3.331545,PSW,36658.25745257453,36730.28726287263
3.587890,3.592589,Fibrillation,39556.49254742547,39608.29539295393
3.707594,3.715425,Fibrillation,40876.23170731707,40962.56978319783
4.565245,4.573145,Fibrillation,50331.83062330623,50418.92682926829
4.570026,4.578134,PSW,50384.54674796748,50473.93495934959
4.384347,4.392620,PSW,48337.431571815716,48428.63753387534
1.154843,1.163981,PSW,12732.146341463415,12832.89430894309
3.415320,3.421652,PSW,37653.90921409214,37723.716124661245
3.407722,3.414898,PSW,37570.14092140921,37649.2554200542
