Start,End,Label,Start Sample,End Sample
0.085320,0.101609,Fibrillation,940.6639566395664,1120.2452574525746
0.524336,0.539461,Fibrillation,5780.807588075881,5947.5616531165315
0.864456,0.881520,Fibrillation,9530.636178861789,9718.768970189702
0.471592,0.478961,PSW,5199.306233062331,5280.54539295393
0.478961,0.487105,PSW,5280.54539295393,5370.336043360434
1.233553,1.242599,Fibrillation,13599.926829268294,13699.655826558264
1.600551,1.608563,Fibrillation,17646.077913279132,17734.41327913279
1.942996,1.952200,Fibrillation,21421.535907859077,21523.006097560974
1.892105,1.899143,Fibrillation,20860.46544715447,20938.06029810298
2.289091,2.295794,Fibrillation,25237.23780487805,25311.136856368565
2.463098,2.471409,Fibrillation,27155.657181571816,27247.292005420055
2.986332,2.999224,Fibrillation,32924.32113821138,33066.44918699187
2.635619,2.647850,Fibrillation,29057.709349593497,29192.548780487807
3.353564,3.368368,Fibrillation,36973.04336043361,37136.26287262872
3.474878,3.488449,Fibrillation,38310.53658536585,38460.154471544716
3.700235,3.719152,Fibrillation,40795.10027100271,41003.65853658537
4.054775,4.067873,Fibrillation,44703.90176151761,44848.30962059621
4.765824,4.776788,Fibrillation,52543.21951219512,52664.09756097561
4.823081,4.830796,Fibrillation,53174.471544715445,53259.533875338755
4.413352,4.424722,Fibrillation,48657.21409214092,48782.56910569106
5.125228,5.143577,Fibrillation,56505.64634146341,56707.94376693767
5.784176,5.806947,Fibrillation,63770.54742547426,64021.59620596206
5.447673,5.468757,Fibrillation,60060.60433604336,60293.0569105691
6.056583,6.073872,Fibrillation,66773.83468834689,66964.44579945799
6.452612,6.478134,Fibrillation,71140.05691056911,71421.43089430894
6.793540,6.815210,Fibrillation,74898.78861788618,75137.69105691057
6.114574,6.138650,Fibrillation,67413.17886178862,67678.62601626017
7.146393,7.162957,Fibrillation,78788.98848238483,78971.60704607047
7.299946,7.314719,Fibrillation,80481.91192411924,80644.7879403794
6.836153,6.853612,Fibrillation,75368.5921409214,75561.08197831978
7.480099,7.498454,Fibrillation,82468.09688346884,82670.45799457995
7.790921,7.810162,Fibrillation,85894.90989159892,86107.03997289973
8.120821,8.140062,Fibrillation,89532.05691056911,89744.18699186992
8.451792,8.467908,Fibrillation,93181.01016260163,93358.69105691057
8.583345,8.600585,Fibrillation,94631.38211382114,94821.4593495935
8.782569,8.810258,Fibrillation,96827.82655826559,97133.09485094852
9.115346,9.136882,Fibrillation,100496.69918699187,100734.13008130081
9.908065,9.921909,Fibrillation,109236.41734417345,109389.0514905149
9.786542,9.805514,Fibrillation,107896.62872628726,108105.79403794037
9.452226,9.476838,Fibrillation,104210.79674796748,104482.14634146342
10.442786,10.465198,Fibrillation,115131.7256097561,115378.80894308943
10.767475,10.788793,Fibrillation,118711.42073170732,118946.4512195122
10.113178,10.143242,Fibrillation,111497.79268292683,111829.24593495936
11.087288,11.120240,Fibrillation,122237.35975609756,122600.65243902439
11.228432,11.259186,Fibrillation,123793.46341463414,124132.53658536586
