File,Label,Start Sample,End Sample,Duration,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
filtered_HM230852_segment_6.wav,Normal,0,110,0.009977324263038548,12355.645445292539,3041.3715880260306,59.531014450715055,512.6643551145221,-4.166203998222324,160.1018565754374,-0.7534896567174545,48.62643506106321
filtered_HM230852_segment_6.wav,Normal,110,220,0.009977324263038548,16417.144579172833,2890.0975819071377,71.68426775556225,589.608174717993,-3.383337246790566,206.24083630689654,-0.09068652703517469,34.88065329802698
filtered_HM230852_segment_6.wav,Normal,220,330,0.009977324263038548,14855.743960241074,5441.310477671703,105.68418093246683,501.3532895742683,-8.255824868961593,135.62467450115426,0.47863276688612727,37.40777142693277
filtered_HM230852_segment_6.wav,Normal,330,440,0.009977324263038548,25914.62526397676,1581.7906682375658,-3.7249244445698904,281.9652960396407,-10.213146162016194,54.81341319315093,2.4569072203404376,31.371522420397923
filtered_HM230852_segment_6.wav,Normal,440,550,0.009977324263038548,17392.294564015872,6490.039985678151,-57.88091448013065,1088.094253295848,52.94344286426428,292.94915031895,-3.921359765217835,74.81591176153952
filtered_HM230852_segment_6.wav,Normal,550,660,0.009977324263038548,3783.8461123608117,8830.294301590311,-21.148131064257722,958.0311439455138,-5.608931456033915,235.06263548856447,5.588788965696749,66.5369659947712
filtered_HM230852_segment_6.wav,Normal,660,770,0.009977324263038548,6855.80816876089,3087.5025660009032,-3.7440300215726476,570.1881755729441,-7.757250300960798,115.90147684933662,-1.871507216432123,33.288940796559864
filtered_HM230852_segment_6.wav,Normal,770,880,0.009977324263038548,-2802.108314315475,8534.950073559678,-346.15808366642494,2492.443541482593,62.61716388498944,829.3285642054565,-0.6268044879355338,86.38903760904746
filtered_HM230852_segment_6.wav,Normal,880,990,0.009977324263038548,5686.60801067396,3783.991321944926,-89.17460366295599,826.8264297603174,-0.7127442318106598,203.20489211217105,-0.5096885003843381,35.57455476143527
filtered_HM230852_segment_6.wav,Normal,990,1100,0.009977324263038548,-700.9410970861596,6436.176205867201,379.05794202687247,2228.868359580315,-51.5255346313628,708.6791318328027,13.570628062851766,165.92372224032465
filtered_HM230852_segment_6.wav,Normal,1100,1210,0.009977324263038548,686.4364395469712,8014.38268218612,68.59860616382628,625.1499963704833,-3.9114351528410793,316.4744568564871,9.803103107512857,60.689872315449875
