File,Label,Start Sample,End Sample,Duration,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
filtered_HC280963_segment_1.wav,PSW,10,90,0.0072562358276643995,3226.422137124868,1290.1433608298462,-59.5606329855018,266.71548710372156,-6.8866560418369,70.03576434611847,-0.8778285963727342,35.52153874097614
filtered_HC280963_segment_1.wav,PSW,90,180,0.00816326530612245,3573.2389517745896,1329.0638575329078,-13.897174815744808,101.07551953376087,-12.776932592882666,71.1556112858541,-1.5445150818244553,33.5989660481756
filtered_HC280963_segment_1.wav,PSW,539,636,0.008798185941043084,2792.1909139855206,2030.3679971783781,49.922238541605246,205.85665733898963,-9.561344137521194,93.2012146060458,-0.0874357954234668,36.56601584282483
filtered_HC280963_segment_1.wav,PSW,636,687,0.004625850340136055,3316.3515871172185,510.1777583063469,19.032880227578318,81.73753346638102,4.237189157592498,38.358882457691706,0.0,0.0
filtered_HC280963_segment_1.wav,PSW,741,788,0.004263038548752834,2380.99813453298,766.1276212697992,-15.548193931880647,102.46451795580064,-0.552451414841243,42.85668856168387,0.0,0.0
filtered_HC280963_segment_1.wav,PSW,817,893,0.006893424036281179,2998.6020117750745,2139.6737918019226,-142.46567798256652,525.0881719941708,17.097885721725277,158.8839394147231,-6.667756203822034,45.350963757418654
filtered_HC280963_segment_1.wav,Fibrillation,777,839,0.005623582766439909,2253.9551118990844,1189.8762701238763,-52.75650759252192,1062.5884581105715,15.376125515456849,522.4000185138034,22.41183282539049,149.71150367538277
filtered_HC280963_segment_1.wav,Fibrillation,3628,3697,0.006258503401360544,-2031.7712360738035,1286.6005800147275,98.27018309589253,939.8841569087639,-31.262987612477062,254.90928167960178,24.74996885407827,85.09925891596828
filtered_HC280963_segment_1.wav,PSW,3668,3758,0.00816326530612245,-2253.1642374951857,815.2287216951064,-39.93855858743279,224.87063561691073,23.2920533039427,79.90900491446135,6.105920838991025,38.63287973911125
filtered_HC280963_segment_1.wav,PSW,3990,4059,0.006258503401360544,-2976.499342438737,706.1191287054613,38.689412728191414,120.08672178176882,-0.2545587625684506,37.21754769534003,0.40120897839680525,31.454207616992345
filtered_HC280963_segment_1.wav,PSW,4185,4276,0.008253968253968255,-4523.0316217349855,667.4012943165885,20.891075543434603,87.11624574793719,-3.439922115565484,52.075874454791084,-3.1763674560198507,27.228360325549538
